g^4,gamma,D(p),error,p
10.0,1.0,0.208349164958105,0.010775025386669,4.123340357836604
10.0,1.0,0.2111578117765067,0.0106303881147333,4.319689898685965
10.0,1.0,0.2560997752802355,0.0126550677931545,4.516039439535327
10.0,1.0,0.2619391823217513,0.0119676993255692,4.71238898038469
10.0,1.0,0.2968378569102524,0.0145663443205408,4.908738521234052
10.0,1.0,0.3311813112163094,0.0153095301151371,5.105088062083414
10.0,1.0,0.3759376121042153,0.0156600814512474,5.301437602932776
10.0,1.0,0.4171664114377003,0.0161771933318656,5.497787143782138
10.0,1.0,0.4614566758814459,0.0167592917846273,5.6941366846315
10.0,1.0,0.5415433969419565,0.0206296521215988,5.890486225480862
10.0,1.0,0.5574179251030688,0.0183254012087436,6.086835766330224
40.0,1.0,0.3267844472201232,0.0187383293019464,0.0
40.0,1.0,0.3200646729176087,0.0140661115895037,0.196349540849362
40.0,1.0,0.31707992257284,0.0130973205504232,0.3926990816987241
40.0,1.0,0.3151902563558502,0.0116039197649378,0.5890486225480862
40.0,1.0,0.2765493888595713,0.0120924078928523,0.7853981633974483
40.0,1.0,0.2379506096513227,0.0123441266017206,0.9817477042468103
40.0,1.0,0.2263937785030867,0.0115575294210292,1.1780972450961724
40.0,1.0,0.2018335939590185,0.0111167794863128,1.3744467859455345
40.0,1.0,0.2156866389300392,0.0097089159103339,1.5707963267948966
40.0,1.0,0.1806911142799584,0.0095023264228009,1.7671458676442586
40.0,1.0,0.179217809759865,0.0088610893131357,1.9634954084936207
40.0,1.0,0.1650459009307493,0.0101186802910748,2.1598449493429825
40.0,1.0,0.1490263458639459,0.0089698339962274,2.356194490192345
40.0,1.0,0.1610987012569747,0.0086536551292522,2.552544031041707
40.0,1.0,0.1229941266415454,0.0091501574407062,2.748893571891069
40.0,1.0,0.1492674289573425,0.0080684226802023,2.945243112740431
40.0,1.0,0.1250095801678508,0.0112040451277731,3.141592653589793
40.0,1.0,0.1394901146279252,0.0087630612651142,3.3379421944391554
40.0,1.0,0.1466190350762917,0.0082772685435188,3.5342917352885173
40.0,1.0,0.1577996569911554,0.0092450732665536,3.730641276137879
40.0,1.0,0.1680251221486298,0.0091250248358489,3.9269908169872414
40.0,1.0,0.156083364685608,0.0087519687114419,4.123340357836604
40.0,1.0,0.1687106047020415,0.0085961121444061,4.319689898685965
